,sentence,task,label,encoded,output,target
114,The paper first adapts the Transformer model to be suitable to this prediction task by introducing a discretization scheme that prevents the transformer decoder's predictions from collapsing to a single curve.,asp,none,8.0,8,8
115,"Next, the problem is formalized as a partially-observable MDP with a discrete action set, and PPO and SimPLe are introduced.",asp,none,8.0,8,8
116,The proposed model-based method is compared against a human and a model-free baseline training a Wide ResNet on CIFAR-10.,asp,none,8.0,8,8
117,The model-based method achieves better validation error than the other baselines that use actual data.,asp,asp_meaningful-comparison,2.0,8,2
118,"Next, the method is compared against a human and a model-free baseline training Transformer models on the Penn Treebank dataset.",asp,none,8.0,8,8
119,"While the human achieves the best performance at the end of the run, the proposed method appears to learn more quickly than the others and finishes with performance comparable to the model-free baseline.",asp,asp_substance,7.0,8,7
120,"Currently I lean towards accepting this paper for publication, despite a few issues.",asp,none,8.0,8,8
121,It asks an interesting question: can we learn a model of the training dynamics to avoid actually having to do the training?,asp,asp_substance,7.0,7,7
122,This could potentially prevent a lot of unnecessary computation and also lead to better-performing models.,asp,none,8.0,8,8
123,It then shows some experimental evidence suggesting that this is possible.,asp,asp_substance,7.0,8,7
124,"Most importantly, I would like to see a measure of variance/uncertainty like confidence intervals included in the results; otherwise it's impossible to assess whether the results are likely to be significant or not. Other questions:",asp,asp_substance,7.0,8,7
125,"1. In the PTB experiment, it looks like the human only adapts the learning rate and leaves the rest of the hyperparameters alone.",asp,none,8.0,8,8
126,Why was this policy used as the baseline? It seems extremely basic and unlikely to truly lead to optimal performance.,asp,asp_substance,7.0,7,7
127,"2. Why were more baselines from the related work not included? I understand the experiments are a proof of concept, but it would be nice to get a feeling for what some of the other methods do.",asp,asp_substance,7.0,7,7
128,3. How do PPO and SimPLe handle partial observability? Is it principled to apply them to partially-observable environments?,asp,asp_substance,7.0,6,7
129,4. Why not use continuous actions with a parameterized policy (e.g. Gaussian)?,asp,asp_substance,7.0,7,7
130,5. Is it reasonable to assume that the learning dynamics of all deep learning architectures are similar enough that a model trained on one set of deep learning architectures and problems will generalize to new architectures and problems?,asp,asp_substance,7.0,6,7
131,"This paper targets at studying the mutual exclusive bias which existed in children learning, to help understand whether there exists similar bias in deep networks.",asp,none,8.0,8,8
132,"In general, the whole paper tries to tell a very interesting, and good story.",asp,asp_motivation-impact,3.0,3,3
133,The paper is very well organized and written.,asp,asp_clarity,1.0,1,1
134,"However, I have the following concerns.",asp,none,8.0,8,8
135,"1, the ME problem is quite similar to the concept ontology, e.g. , a “Dalmatian,” a “dog”, or a “mammal”.",asp,asp_substance,7.0,7,7
136,So what’s the key difference? Hierarchical learners can avoid this problem.,asp,asp_substance,7.0,7,7
137,"2, I would say, the SOTA neural networks fundamentally are just representation learned, i.e., feature representation learning.",asp,none,8.0,8,8
138,"The learned features could in principle be employed to construct advanced learners, .e.g., hierarchical Bayesian.",asp,none,8.0,8,8
139,It’s probably a bit unfair or misleading to claim neural networks suffering from ME bias.,asp,asp_substance,7.0,6,7
140,"3, In Sec. 3, the first and section paragraph, I can not quite understand how the ME bias theory guide the following synthetic experiments.",asp,asp_substance,7.0,6,7
141,Please give more explanations.,asp,none,8.0,8,8
142,"4, in Sec. 3.1, considering the small number of training instances, whether it is large enough to train the NN/ not overfitting issues?",asp,asp_substance,7.0,6,7
143,5. Whether the ME bias mostly attributed to the one-hot representation? If one uses word2vec as the representation in NN,asp,asp_substance,7.0,6,7
144,", the ME bias will be solved.",asp,none,8.0,8,8
145,"Actually, this is the standard practice in some learning tasks, e.g., zero-shot learning.",asp,none,8.0,8,8
146,"6, the experimental design of Sec. 4.2 is also a bit unfair.",asp,asp_substance,7.0,7,7
147,"It seems to me that the tasks are organized as unbalanced instances of each classes, and asking the common NNs to learn this  task. Of course, this common NNs can not address it.",asp,asp_substance,7.0,6,7
148,----,asp,none,8.0,8,8
149,I read the rebuttal. the authors clarified and answered the questions. I would like to raise the score.,asp,arg_other,0.0,7,0
150,"This is an novel, interesting paper on an important topic: semi-supervised learning.",asp,asp_originality,4.0,4,4
151,"Even though the proposed approach seems to have significant potential, the experimental",asp,asp_originality,4.0,7,4
152,"is somewhat disorganized,",asp,none,8.0,8,8
153,and it also includes some weak claims that should be removed.,asp,asp_substance,7.0,8,7
154,"For example, the number of labeled examples in Table 1 is fairly large and inconsistent (4K, 1K, 10K for the 3 organic datasets).",asp,asp_substance,7.0,7,7
155,"In this reviewer's opinion, it would be a lot more reasonable to have instead a learning curve showing the results for, say, 100, 500, 1K, 5K, and 10K labeled examples for all three domains.",asp,asp_substance,7.0,7,7
156,"In 4.1, you are using different epsilon policies for synthetic vs organic datasets; why?",asp,asp_substance,7.0,6,7
157,"The explanation for underperforming on SVHM (page 7) may be valid, but you could easily prove it right or wrong by adding an option to SST for ""stratified SSL."" Without this extra work, your claim is just a conjecture.",asp,asp_substance,7.0,7,7
158,You should also show the performance of regular SSL methods in the setup on Table 4.,asp,asp_substance,7.0,7,7
159,"Last but not least, you have repeatedly made the claim combining SST and other SSL may further improve the performance;",asp,none,8.0,8,8
160,"however, you do not provide any evidence for it, so you should avoid making such claims.",asp,asp_substance,7.0,7,7
161,Other comments:,asp,none,8.0,8,8
162,"- on page 2, the two terms classification & selection network appear ""out of the blue;"" it would be quite helpful to make it clear from the abstract that the proposed implementation is for neural networks.",asp,asp_substance,7.0,1,7
163,- figures 2 & 3 should be a lot larger in order to be readable,asp,asp_clarity,1.0,1,1
164,"- 4.1.2 top of page 7: claims such as ""SST could have obtained better performance"" have no place in such a paper; you could instead make a note about the method being ""prohibitively CPU intensive for the time being""",asp,asp_substance,7.0,7,7
165,"- lower on the same page you say: ""SST may get better performance"" - see above",asp,asp_substance,7.0,1,7
166,The paper proposed a hierarchical framework for problem embedding and intended to apply it to adaptive tutoring.,asp,none,8.0,8,8
167,The system first used a rule-based method to extract the concepts for problems and then learned the concept embeddings and used them for problem representation.,asp,none,8.0,8,8
168,"In addition, the paper further proposed negative pre-training for training with imbalanced data sets to decrease false negatives and positives.",asp,none,8.0,8,8
169,The methods are compared with some other word-embedding based methods and showed 100% accuracy in a similarity detection test on a very small dataset.,asp,none,8.0,8,8
170,"In sum, the paper has a very good application but not good enough as a research paper.",asp,asp_motivation-impact,3.0,3,3
171,Some of the problems are listed as follows:,asp,none,8.0,8,8
172,1.	Lack of technical novelty.,asp,asp_originality,4.0,4,4
173,It seems to me just a combination of several mature techniques.,asp,asp_originality,4.0,4,4
174,I do not see much insight into the problem.,asp,asp_originality,4.0,7,4
175,"For example, if the rule-based concept extractor can already extract concepts very well, the “problem retrieval” should be solved by searching with the concepts as queries.",asp,asp_soundness-correctness,6.0,8,6
176,Why should we use embedding to compare the similarity?,asp,asp_soundness-correctness,6.0,7,6
177,"Also, the title of the paper is about problem retrieval but the experiments are about similarity comparison, there seems a gap.",asp,asp_soundness-correctness,6.0,7,6
178,"2.	Data size is too small, and the baselines",asp,asp_substance,7.0,7,7
179,are not state-of-the-art. There are some unsupervised sentence embedding methods other than the word-embedding based models.,asp,none,8.0,8,8
180,Some clarity issues.,asp,none,8.0,8,8
181,"For example, Page 6. “is pre-trained on a pure set of negative samples”— what is the objective function? How to train on only negative samples?",asp,asp_clarity,1.0,1,1
182,Summary:,asp,none,8.0,8,8
183,"The manuscript proposes a multi-domain adversarial learning (MDL) method called MULANN, to leverage multiple datasets with overlapping but distinct class sets, in a semi-supervised setting.",asp,none,8.0,8,8
184,"The authors define a new discrimination task to discriminate, within each domain, labeled samples from unlabeled ones that most likely belong to extra classes (classes with no labeled or unlabeled samples in the domain).",asp,none,8.0,8,8
185,"They also introduce a bound on the average- and worst-domain risk in MDL, obtained using the H-divergence.",asp,none,8.0,8,8
186,Strengths:,asp,none,8.0,8,8
187,- The idea of using discriminators for separating the labeled samples from unlabeled ones that most likely belong to extra classes is interesting.,asp,asp_originality,4.0,4,4
188,- A new generalization bound for MDL is introduced.,asp,asp_originality,4.0,4,4
189,"- The paper was clear, well written, well-motivated and nicely structured.",asp,asp_clarity,1.0,1,1
190,"- The authors perform numerous empirical experiments on several types of problems on various datasets (Digit, OFFICE,CELL) successfully showing how the MULANN can reduce the nasty effects of the adversarial domain discriminator and repulse (a fraction of) unlabeled examples from labeled ones in each domain.",asp,asp_substance,7.0,7,7
191,Weaknesses:,asp,none,8.0,8,8
192,- all the experiments except the last row of Table 2 concern adaptation between two domains.,asp,none,8.0,8,8
193,"Given the paper title, the reviewer would have expected more experiments in a multiple domain context.",asp,asp_substance,7.0,7,7
194,"More precisely, for the digit datasets, the reviewer was interested to see how the proposed MDL performs on jointly adapting SVHN, MNIST, MNIST-M, and USPS or jointly adapting DSLR, Amazon, and Webcam for OFFICE dataset.",asp,asp_substance,7.0,2,7
195,"Moreover, comparison with some of the DA baselines (ADDA[1], DSN[2]) is missing.",asp,asp_substance,7.0,2,7
196,- The authors propose to rank the unlabeled samples of each domain according to the entropy of their classification of the current classifier.,asp,none,8.0,8,8
197,Obviously there must be some false ranking (specially at the initial stages of updating the classifier) for the unlabeled samples (e.g. the classifier may output high entropy for the unlabeled samples of the classes with labeled samples) and they may harm the performance of adaptation.,asp,asp_soundness-correctness,6.0,8,6
198,It is not clear how MULANN can work in this situation and how its performance vary with the noisy signals conveyed in those false pseudolabeled samples.,asp,asp_soundness-correctness,6.0,1,6
199,"- Although the paper introduces the generalization bound for MDL, it does not give new formulation or algorithm to handle MDL (MULANN handles only the class asymmetry when domains involve distinct sets of classes and it has nothing to do with MDL).",asp,none,8.0,8,8
200,"hence, there is no connection between the theoretical results on MDL generalization bound and the proposed method MULANN.",asp,arg_other,0.0,2,0
201,-,asp,none,8.0,8,8
202,"Since each domain may have different number of classes, it is not clear how the number of classes (L) is set in the classification module (maximum number of classes in all domain?).",asp,asp_replicability,5.0,1,5
203,"The reviewer is also interested to see how the the generalization bound introduced in this paper is related to the recent theoretical works [3],[4] on MDL.",asp,asp_meaningful-comparison,2.0,2,2
204,"[1] Tzeng, Eric, et al. ""Adversarial discriminative domain adaptation."" Computer Vision and Pattern Recognition (CVPR). Vol. 1. No. 2. 2017.",asp,none,8.0,8,8
205,[2],asp,none,8.0,8,8
206,"Bousmalis, Konstantinos, et al. ""Domain separation networks."" Advances in Neural Information Processing Systems. 2016.",asp,none,8.0,8,8
207,"[3] Zhao, Han, et al. ""Multiple Source Domain Adaptation with Adversarial Learning."" Advances in Neural Information Processing Systems. 2018.",asp,none,8.0,8,8
208,"[4] Hoffman, Judy, Mehryar Mohri, and Ningshan Zhang. ""Algorithms and Theory for Multiple-Source Adaptation.""  Advances in Neural Information Processing Systems. 2018.",asp,none,8.0,8,8
209,"The authors propose three improvements to the DNC model: masked attention, erasion of de-allocated elements, and sharpened temporal links --- and show that this allows the model to solve synthetic memory tasks faster and with better precision.",asp,none,8.0,8,8
210,They also show the model performs better on average on bAbI than the original DNC.,asp,none,8.0,8,8
211,"The negatives are that the paper does not really show this modified DNC can solve a task that the original DNC could not. As the authors also admit, there have been other DNC improvements that have had more dramatic improvements on bAbI.",asp,asp_originality,4.0,7,4
212,"I think the paper is particularly clearly written, and I would vote for it being accepted as it has implications beyond the DNC.",asp,asp_motivation-impact,3.0,3,3
213,The fact that masked attention works so much better than the standard cosine-weighted content-based attention is pretty interesting in itself.,asp,none,8.0,8,8
214,"The insights (e.g. Figure 5) are interesting and show the study is not just trying to be a benchmark paper for some top-level results, but actually cares about understanding a problem and fixing it.",asp,asp_motivation-impact,3.0,3,3
215,"Although most recent memory architectures do not seem to have incorporated the DNC's slightly complex memory de-allocation scheme, any resurgent work in this area would benefit from this study.",asp,none,8.0,8,8
216,The paper deals with the problem of recovering an exact solution for both the dictionary and the activation coefficients.,asp,none,8.0,8,8
217,"As other works, the solution is based on a proper initialization of the dictionary.",asp,none,8.0,8,8
218,The authors suggest using Aurora 2015 as a possible initialization.,asp,none,8.0,8,8
219,The contribution improves Arora 2015 in that it converges linearly and recovers both the dictionary and the coefficients with no bias.,asp,none,8.0,8,8
220,"The main contribution is the use of a IHT-based strategy to update the coefficients, with a gradient-based update for the dictionary (NOODL algorithm).",asp,none,8.0,8,8
221,"The authors show that, combined with a proper initialization, this has exact recovery guaranties.",asp,none,8.0,8,8
222,"Interestingly, their experiments show that NOODL converges linearly in number of iterations, while Arora gets stuck after some iterations.",asp,none,8.0,8,8
223,I think the paper is relevant and proposes an interesting contribution.,asp,asp_motivation-impact,3.0,3,3
224,The paper is well written and the key elements are in the body.,asp,asp_clarity,1.0,1,1
225,"However, there is a lot of important material in the Appendix, which I think may be relevant to the readers.",asp,none,8.0,3,8
226,It would be nice to have some more intuitive explanations at least of Theorem 1.,asp,asp_substance,7.0,7,7
227,"Also, it is clear in the experiments the superiority with respect to Arora in terms of iterations (and error), but what about computational time?",asp,asp_meaningful-comparison,2.0,7,2
228,The paper proposed variational selective autoencoders (VSAE) to learn from partially-observed multimodal data.,asp,none,8.0,8,8
229,"Overall, the proposed method is elegant; however, the presentation, the claim, and the experiments suffer from significant flaws.",asp,asp_substance,7.0,7,7
230,See below for detailed comments.,asp,none,8.0,8,8
231,[Pros],asp,none,8.0,8,8
232,1. The main idea of the paper is to propose a generative model that can handle partially-observed multimodal data during training.,asp,none,8.0,8,8
233,"Specifically, prior work considered non-missing data during training, while we can't always guarantee that all the modalities are available.",asp,asp_soundness-correctness,6.0,6,6
234,"Especially in the field of multimodal learning, we often face the issue of imperfect sensors.",asp,none,8.0,8,8
235,This line of work should be encouraged.,asp,none,8.0,8,8
236,"2. In my opinion, the idea is elegant.",asp,asp_motivation-impact,3.0,4,3
237,The way the author handles the missingness is by introducing an auxiliary binary random variable (the mask) for it.,asp,none,8.0,8,8
238,"Nevertheless, its presentation and Figure 1 makes this elegant idea seems over-complicated.",asp,asp_clarity,1.0,1,1
239,[Cons],asp,none,8.0,8,8
240,1. [The claim] One of my concerns for this paper is the assumption of the factorized latent variables from multimodal data.,asp,asp_soundness-correctness,6.0,6,6
241,"Specifically, the author mentioned Tsai et al. assumed factorized latent variables from the multimodal data, while Tsai et al. actually assumed the generation of multimodal data consists of disentangled modality-specific and multimodal factors.",asp,asp_soundness-correctness,6.0,6,6
242,"It seems to me; the author assumed data from one modality is generated by all the latent factors (see Eq. (11)), then what is the point for assuming the prior of the latent factor is factorized (see Eq. (4) and (5))?",asp,asp_soundness-correctness,6.0,6,6
243,"One possible explanation is because we want to handle the partially-observable issues from multimodal data, and it would be easier to make the latent factors factorized (see Eq. (6)).",asp,none,8.0,8,8
244,The author should comment on this.,asp,asp_soundness-correctness,6.0,2,6
245,2. [Phrasing.] There are too many unconcise or informal phrases in the paper.,asp,asp_clarity,1.0,1,1
246,"For example, I don't understand what does it mean in ""However, if training data is complete, ..... handle during missing data during test."" Another example would be the last few paragraphs on page 4; they are very unclear.",asp,asp_clarity,1.0,1,1
247,"Also, the author should avoid using the word ""simply"" too often (see the last few paragraphs on page 5).",asp,asp_clarity,1.0,1,1
