,sentence,task,label,encoded,output,target
46,"3. The 20:1 mixture used in practice do not directly correspond to s in theory, because the distances we compute are not scaled.",reb_coarse,dispute,1.0,0,1
47,"For example, if the f_\phi, the discriminator of GAN, is k-Lipschitz, the lower bound estimate should be divided by k.",reb_coarse,dispute,1.0,0,1
48,"However, k is unknown in practice.",reb_coarse,dispute,1.0,0,1
49,"Therefore, we just numerically did a coarse grid search and find the best mixture ratio.",reb_coarse,dispute,1.0,0,1
50,"Also, we try different ratios as we replied to R2 above.",reb_coarse,nonarg,2.0,2,2
51,Ratio                   D2F (Distance to Face),reb_coarse,nonarg,2.0,2,2
52,Coverage,reb_coarse,other,3.0,2,3
53,1:0,reb_coarse,nonarg,2.0,2,2
54,6.03E+00                        3.36E-01,reb_coarse,nonarg,2.0,0,2
55,40:1,reb_coarse,nonarg,2.0,2,2
56,6.06E+00                       3.41E-01,reb_coarse,nonarg,2.0,0,2
57,20:1,reb_coarse,nonarg,2.0,2,2
58,5.77E+00                       3.47E-01,reb_coarse,nonarg,2.0,0,2
59,10:1,reb_coarse,nonarg,2.0,2,2
60,6.85E+00                       3.56E-01,reb_coarse,nonarg,2.0,0,2
61,0 :1,reb_coarse,nonarg,2.0,2,2
62,9.19E+00                       3.67E-01,reb_coarse,nonarg,2.0,0,2
63,"4. We do not consider W_s to be very close from W_U. As can be seen from Figure 6, for the aeroplane examples, W_U fails to capture aeroplane tires while W_s can.",reb_coarse,dispute,1.0,0,1
64,"Similarly for Chair example, W_s recovers better legs than W_U. Quantitatively, we highlight that W_s outperforms W_U consistently as shown in Table 1.",reb_coarse,dispute,1.0,0,1
65,"Thus, we consider both W_U and W_L is needed to generate good quality point clouds.",reb_coarse,dispute,1.0,0,1
66,We thank the reviewer for the great feedback.,reb_coarse,nonarg,2.0,2,2
67,"We have simplified the architecture described in the paper by combining the networks $\sigma$ and $\omega$, and included the results from this architecture as well, producing a more robust architecture that performs better for multiple rewrite steps (while keeping the original, more complicated solution as one of the baselines).",reb_coarse,concur,0.0,0,0
68,"As suggested, we have added further analysis of failure cases.",reb_coarse,concur,0.0,0,0
69,"We also corrected the typos and clarified the definitions of True, Pred (One Step) and Pred (Multi Step) variants.",reb_coarse,concur,0.0,0,0
70,We are very grateful for the review that helped to improve the paper significantly.,reb_coarse,nonarg,2.0,2,2
71,Thank you for your comments and suggestions.,reb_coarse,nonarg,2.0,2,2
72,We will address the issues you mentioned.,reb_coarse,nonarg,2.0,2,2
73,1.,reb_coarse,nonarg,2.0,2,2
74,ARTNet is not very much related to our V4D.,reb_coarse,concur,0.0,0,0
75,"Basically, ARTNet is an alternative for 3D CNNs by replacing 3D convolution layers with SMART blocks.",reb_coarse,concur,0.0,0,0
76,"The SMART blocks are two branch units, with one branch for learning static appearance features and one branch for learning motion features.",reb_coarse,concur,0.0,0,0
77,ARTNet is a clip-based method for learning short-term representations while our V4D is a video-level method for learning both short-term and long-term representations.,reb_coarse,concur,0.0,0,0
78,"2.	During training, we uniformly divide the whole video into U sections and randomly select one action unit from each section.",reb_coarse,concur,0.0,0,0
79,So there are no overlaps for training.,reb_coarse,concur,0.0,0,0
80,"For testing, there might be overlapping during sampling due to the limit length of video.",reb_coarse,concur,0.0,0,0
81,"However, our V4D inference algorithm in section 3.4 guarantees that only the non-overlapping action units will interact with each other during testing.",reb_coarse,concur,0.0,0,0
82,3.,reb_coarse,nonarg,2.0,2,2
83,Sure.,reb_coarse,concur,0.0,0,0
84,We train all the models with 8 GPUs of GTX 1080 with memory capacity of 11178MB.,reb_coarse,concur,0.0,0,0
85,"For the inference speed, our V4D ResNet18 takes 0.67s per video and V4D ResNet50 takes 1.22s per video.",reb_coarse,concur,0.0,0,0
86,"In addition, we also reported the GFLOPs of V4D and compared it with other typical methods in Table 2(b).",reb_coarse,concur,0.0,0,0
87,"For training on Mini-Kinetics, V4D ResNet18 takes a bit more than 1 day while V4D ResNet50 takes a bit more than 3 days.",reb_coarse,concur,0.0,0,0
88,4.,reb_coarse,nonarg,2.0,2,2
89,We can only find the results of ARTNet ResNet18 in the published paper.,reb_coarse,dispute,1.0,0,1
90,"After communication with the authors of ARTNet, we confirm that there are no results published for ARTNet ResNet50.",reb_coarse,dispute,1.0,0,1
91,So instead we implement ARTNet ResNet50 by ourselves and the top1 accuracy on Kinetics-400 is 74.3%.,reb_coarse,dispute,1.0,0,1
92,This is still lower than our V4D ResNet50 whose top1 on Kinetics-400 is 77.4%.,reb_coarse,dispute,1.0,0,1
93,"Also, ARTNet ResNet18 reports an average metric of 81.4%, which is the average of top1 and top5 accuracy.",reb_coarse,dispute,1.0,0,1
94,While our V4D yields an average score of 85.3%.,reb_coarse,dispute,1.0,0,1
95,5.,reb_coarse,nonarg,2.0,2,2
96,Thank you for providing this related work and we now cite this paper in the second version.,reb_coarse,concur,0.0,0,0
97,This paper utilizes 4D CNN to process videos of point cloud so that their input is 4D data.,reb_coarse,nonarg,2.0,2,2
98,"Instead, our V4D processes videos of RGB frames so that our input is 3D data.",reb_coarse,nonarg,2.0,0,2
99,This basically makes the methods and tasks quite different.,reb_coarse,nonarg,2.0,0,2
100,Actually we was going to cite this paper yet considering the significant difference we finally did not cite it in the original version.,reb_coarse,nonarg,2.0,0,2
101,"Hopefully our rebuttal could stress your concerns. If there are still any possible issues, please don’t hesitate to tell us and we will response as soon as possible.",reb_coarse,nonarg,2.0,2,2
102,Thank you for your fruitful comments.,reb_coarse,nonarg,2.0,2,2
103,>>,reb_coarse,nonarg,2.0,2,2
104,What would make it stronger imo is to address the issue of how much is gained from a discrete vs. continuous representation.,reb_coarse,nonarg,2.0,2,2
105,"Discrete representations by themselves are not better than continuous ones (cf. Table 1, wav2vec vs. vq-wav2vec).",reb_coarse,dispute,1.0,0,1
106,"However, discretization enables the application of existing algorithms from the NLP literature which were designed for discrete inputs.",reb_coarse,dispute,1.0,0,1
107,We show that the BERT model can be directly applied to discretized speech.,reb_coarse,dispute,1.0,0,1
108,BERT can better model context than (vq-)wav2vec.,reb_coarse,dispute,1.0,0,1
109,>> The authors take it as a given that discrete is good because it allows us to leverage work in NLP. That makes sense -- but at what cost?,reb_coarse,nonarg,2.0,2,2
110,"Chaining vq-wav2vec and BERT requires more computational effort than just wav2vec, however, it does improve accuracy as our results show (cf. Table 1).",reb_coarse,concur,0.0,0,0
111,Running BERT requires roughly as much computational overhead as just vq-wav2vec.,reb_coarse,concur,0.0,0,0
112,>> The state of the art on LibriSpeech is not Mohamed at al. 2019.,reb_coarse,nonarg,2.0,0,2
113,See e.g. Irie et al. Interspeech 2019 for better result.,reb_coarse,nonarg,2.0,2,2
114,"Thanks for pointing this out, we fixed this in the updated version of the paper we just posted.",reb_coarse,concur,0.0,0,0
115,>> The Conclusion is very sparse.,reb_coarse,nonarg,2.0,0,2
116,We broadened conclusion and delineated additional future work.,reb_coarse,concur,0.0,0,0
117,Thanks for your valuable comments and feedback.,reb_coarse,nonarg,2.0,2,2
118,We attempted to much  improve the clarity of our paper by adding further explanations and correcting typos in many places.,reb_coarse,concur,0.0,0,0
119,New experiments have also been added.,reb_coarse,nonarg,2.0,2,2
120,Please find bellow our answers to your specific remarks.,reb_coarse,nonarg,2.0,2,2
121,"R: ""In the modeling section, authors use p(I|D) as q^D(.) in the Eq. 12, ...  Beyond this simplification, I am not clear if that is actually intended by the authors.""",reb_coarse,nonarg,2.0,2,2
122,"A: You are totally right, eq.10 simplifies to $\log p(D) \geq",reb_coarse,concur,0.0,0,0
123,\mathbb{E}_{I \sim,reb_coarse,concur,0.0,2,0
124,q^D},reb_coarse,concur,0.0,2,0
125,"\left[ \sum\limits_{i=1}^{|D|-1} \log p(D_i |D_{<i},I_{<i})  + \sum\limits_{v \not\in U^D} \log p(v \not\in U^D| D_{\leq |D|-1}, I)\right]$. We were aware of this but for simplicity and the conciseness of presentation we chose to not give this final derivation.",reb_coarse,concur,0.0,0,0
126,"Also, this was because $P(D_i,I_i|D_{<i},I_{<i})$ is much easier to compute (and more efficient) than $P(D_i |D_{<i},I_{<i})$, given that the computation of $P(I_i| D_{\leq i},I_{<i})$ is in both case required for sampling ($P(D_i,I_i|D_{<i},I_{<i})$ involves a simple product while $P(D_i|D_{<i},I_{<i})$ involves a sum of products).",reb_coarse,concur,0.0,0,0
127,"But we agree this was not a good choice, since this simplification appears obvious to the reader.",reb_coarse,concur,0.0,0,0
128,"We hesitated a lot on this, our decision was taken to present things as closely as possible to our implementation (by the way there was a mistake in the algorithm 2 resulting from this hesitation - the implementation for our experiments was correct however).",reb_coarse,concur,0.0,0,0
129,We agree that this may appear confusing.,reb_coarse,concur,0.0,0,0
130,Particularly since it gives the feeling that parents of infections are not involved anymore in the computation.,reb_coarse,concur,0.0,0,0
131,"But there are actually, since there remains $P(I_i|D_{<i},I_{<i})$ terms in the expectation.",reb_coarse,concur,0.0,0,0
132,The process learns parameters that tend to give high probabilities to the most likely parent vectors regarding infections from the episode.,reb_coarse,concur,0.0,0,0
133,"In the revision of the paper, we gave the final derivation you suggested, since it is better for comprehension (It also allowed us to discuss more precisely on what is optimized by considering the given gradient update), and we discuss about its implementation in the appendix as an explanation for the algorithm 2 (that only slightly changed to correct the aforementioned mistake).",reb_coarse,concur,0.0,0,0
134,Thanks for this remark that helped us to much improve the paper.,reb_coarse,nonarg,2.0,2,2
135,"R: ""The authors explain how they trained their own model but there is no mention on how they trained benchmark models""",reb_coarse,nonarg,2.0,2,2
136,"A: You are totally right, it is missing.",reb_coarse,concur,0.0,0,0
137,Baseline models are trained on the same training set as our model following the methods proposed in their original paper.,reb_coarse,concur,0.0,0,0
138,"Our model and the baselines were tuned by a grid search process on a validation set for each dataset (whose size is given in the description of the datasets),",reb_coarse,concur,0.0,0,0
139,although the best hyper-parameters obtained for Arti1 remained near optimal for the other ones.,reb_coarse,concur,0.0,0,0
140,"For every model with an embedding space (i.e., all except CTIC), we set its dimension to $d=50$ (larger dimensions induce a more difficult convergence of the learning without significant gain in accuracy).",reb_coarse,concur,0.0,0,0
141,We added this explanation in the new version of the paper.,reb_coarse,concur,0.0,0,0
142,"We very much appreciate your valuable comments, efforts and times on our paper.",reb_coarse,nonarg,2.0,2,2
143,Our responses for all your questions are provided below. Our major revisions in the new draft are colored by red.,reb_coarse,nonarg,2.0,2,2
144,Q1. Updated proof.,reb_coarse,nonarg,2.0,2,2
145,"To address your concerns, we provided more detailed explanations of our proof arguments in the revised draft (see Appendix F).",reb_coarse,concur,0.0,0,0
146,We also re-organized our proof completely for better understanding.,reb_coarse,concur,0.0,0,0
147,Q2. Relation to Tandem approach.,reb_coarse,nonarg,2.0,2,2
148,"As you pointed out, our method is somewhat related to Tandem approach [1] in that both post-process a generative model on top of hidden features extracted by DNNs.",reb_coarse,dispute,1.0,0,1
149,"However, the main purpose of Tandem is not for handling noisy labels.",reb_coarse,dispute,1.0,1,1
150,"In particular, the Tandem approaches utilize the EM algorithm that should be highly influenced by outliers, while our method is specialized to be robust against them.",reb_coarse,dispute,1.0,0,1
151,We clarified this in Section 2 of the revised draft.,reb_coarse,concur,0.0,0,0
152,"[1]  Hermansky, H., Ellis, D.P. and Sharma, S., Tandem connectionist feature extraction for conventional HMM systems. In IEEE ICASSP, 2000.",reb_coarse,nonarg,2.0,2,2
153,"Thanks a lot,",reb_coarse,nonarg,2.0,2,2
154,Authors,reb_coarse,nonarg,2.0,2,2
155,"Dear AnonReviewer1,",reb_coarse,nonarg,2.0,2,2
156,We hope that you found our rebuttal/revision for you and other reviewers in common.,reb_coarse,nonarg,2.0,2,2
157,"If you have any remaining questions/concerns, please do not hesitate to let us know and we would be happy to answer.",reb_coarse,nonarg,2.0,2,2
158,"Thank you very much,",reb_coarse,nonarg,2.0,2,2
159,Authors,reb_coarse,nonarg,2.0,2,2
160,We thank the reviewer for their comprehensive review.,reb_coarse,nonarg,2.0,2,2
161,"We updated the paper with better results over more tasks, either matching or outperforming the human baseline in terms of final accuracy, and outperforming the model-free baseline in all cases.",reb_coarse,concur,0.0,0,0
162,"We also included results over multiple runs of all experiments, showing the minimum, maximum and mean accuracy.",reb_coarse,concur,0.0,0,0
163,"1. While it is true that the manually-tuned baseline we provided is simple, it is a standard practice in the field to adjust the learning rate during training and keep the rest of the hyperparameters constant.",reb_coarse,concur,0.0,0,0
164,Adjusting all of them requires significantly more effort and is infeasible in many cases.,reb_coarse,concur,0.0,0,0
165,"2. Due to time constraints, we have not benchmarked our method against more hyperparameter-tuning baselines yet.",reb_coarse,concur,0.0,0,0
166,We agree that it would be a very valuable comparison and leave that for future work.,reb_coarse,concur,0.0,0,0
167,"Nevertheless, please note that the human baselines we use for Transformer have been tuned by researchers using auto-tuners among other tools.",reb_coarse,concur,0.0,0,0
168,"3. [1] successfully use PPO with an LSTM policy on a challenging, partially-observable environment.",reb_coarse,concur,0.0,0,0
169,"It is equally principled to use a Transformer policy, since both would operate on the same sequence of observations.",reb_coarse,concur,0.0,0,0
170,"The SimPLe algorithm runs PPO on an MDP approximated by a powerful model that handles stochasticity well, which is also a valid approach.",reb_coarse,concur,0.0,0,0
171,4. We updated the paper with a justification of our action discretization scheme.,reb_coarse,concur,0.0,0,0
172,"Such a discretization has a number of benefits, including multi-modality, which cannot be achieved using a parameterized Gaussian policy.",reb_coarse,concur,0.0,0,0
173,"[2] show that discretization of the action space improves the average performance, stability and robustness to hyperparameters of reinforcement learning agents on a range of continuous control tasks.",reb_coarse,concur,0.0,0,0
174,"5. While we have not included such transfer experiments in our current work, we do believe that a model trained on enough architectures and tasks will generalize to new ones.",reb_coarse,concur,0.0,0,0
175,"For instance, in the updated version of the paper, we show that the learned policy employs similar learning rate and weight decay rate adjustment schemes across very different tasks.",reb_coarse,concur,0.0,0,0
176,"Substantiating this claim in the general case will likely require a large-scale study, which we plan to perform in the future.",reb_coarse,concur,0.0,0,0
177,"[1] OpenAI et al. “Learning Dexterous In-Hand Manipulation”, arXiv preprint arXiv:1808.00177 (2018)",reb_coarse,nonarg,2.0,2,2
178,"[2] Tang et al. “Discretizing Continuous Action Space for On-Policy Optimization”, arXiv preprint 1901.10500 (2019)",reb_coarse,nonarg,2.0,2,2
179,Thanks for your feedback.,reb_coarse,nonarg,2.0,2,2
180,We reply to all reviewers jointly in our comments above.,reb_coarse,nonarg,2.0,2,2
181,"First of all, thank you for taking your time to review our paper and providing feedback. We have judiciously taken the comments of the reviewers,  and apologize for the late response due to additional experiments and modifications of the paper.",reb_coarse,nonarg,2.0,2,2
182,"Remark 1. ""the number of labeled examples in Table 1 is fairly large and inconsistent (4K, 1K, 10K for the 3 organic datasets).""",reb_coarse,nonarg,2.0,2,2
183,A : The purpose of our experiments is to show that the SST algorithm is comparable to the conventional SSL algorithms.,reb_coarse,concur,0.0,0,0
184,"Therefore, we experimented with the popular setting.",reb_coarse,concur,0.0,0,0
185,The following is the experimented dataset in other papers.,reb_coarse,concur,0.0,0,0
186,"- Temporal ensembling & Π model [1]: CIFAR-10 (4k), SVHN (500, 1k), CIFAR-100 (10k)",reb_coarse,concur,0.0,0,0
187,"- VAT [2] : CIFAR-10 (4k), SVHN (1k), CIFAR-100 (no experiment)",reb_coarse,concur,0.0,0,0
188,"- Mean Teacher [3]: CIFAR-10 (1k, 2k, 4k), SVHN (250, 500, 1k), CIFAR-100 (10k)",reb_coarse,concur,0.0,2,0
189,"We took the reviewer’s comment judiciously and have added CIFAR-10 (1k, 2k) experiments in Section 6.5 of the supplementary material and their accuracies are comparable with those of the conventional SSL algorithms. (It took a long time to perform 5 runs of test for all additional experiments.)",reb_coarse,concur,0.0,0,0
190,———————————————————————————,reb_coarse,other,3.0,2,3
191,"The result of CIFAR-10 (1k, 2k) with 5 runs",reb_coarse,nonarg,2.0,2,2
192,———————————————————————————,reb_coarse,nonarg,2.0,2,2
193,(error     / standard deviation) |,reb_coarse,nonarg,2.0,3,2
194,1k        |        2k,reb_coarse,nonarg,2.0,3,2
195,supervised                       | ( 38.71 / 0.47 ) | ( 26.99 / 0.79 ),reb_coarse,nonarg,2.0,3,2
196,Π model [1]                      | ( 27.36 / 1.2 )  | ( 18.02 / 0.60 ),reb_coarse,nonarg,2.0,3,2
197,mean teacher [3],reb_coarse,nonarg,2.0,2,2
198,| ( 21.55 / 1.48 ) | ( 15.73 / 0.31 ),reb_coarse,nonarg,2.0,3,2
199,SST                              | ( 23.15 / 0.61 ) | ( 15.72 / 0.50 ),reb_coarse,nonarg,2.0,3,2
200,———————————————————————————,reb_coarse,nonarg,2.0,2,2
201,"[1] Laine, Samuli, and Timo Aila. ""Temporal ensembling for semi-supervised learning."" arXiv preprint arXiv:1610.02242 (2016).",reb_coarse,concur,0.0,2,0
202,"[2]Takeru Miyato, Shin-ichi Maeda, Masanori Koyama, and Shin Ishii. Virtual adversarial training: a regularization method for supervised and semi-supervised learning. arXiv preprint arXiv:1704.03976, 2017.",reb_coarse,concur,0.0,2,0
203,[3] Antti Tarvainen and Harri Valpola. Mean teachers are better role models: Weight-averaged consistency targets improve semi-supervised deep,reb_coarse,concur,0.0,0,0
204,"Remark 2. ""Why does the SST algorithm use different epsilon policies for synthetic vs organic datasets?""",reb_coarse,nonarg,2.0,2,2
205,A : There are different network structures in the synthetic and organic dataset (table 4-5 in the supplementary materials in the new version).,reb_coarse,concur,0.0,0,0
206,"And, because there are only 12 initial points in the synthetic, it needs much higher confidence than organic datasets.",reb_coarse,concur,0.0,0,0
207,(Epsilon is increased in log-scale and begins at a very small value (10^(−5)) where no data is added in the organic dataset.,reb_coarse,concur,0.0,0,0
208,"However, in synthetic data, unlabeled data is added when epsilon begins at (10^(−5)).",reb_coarse,concur,0.0,0,0
209,"Therefore, We have changed the epsilon value so that no data is added at the beginning of the iteration.)",reb_coarse,concur,0.0,0,0
210,Remark 3.,reb_coarse,nonarg,2.0,2,2
211,What is the problem in SVHN (balance problem or dataset or both)?,reb_coarse,concur,0.0,2,0
212,A : We have experimented with SVHN with data balancing.,reb_coarse,concur,0.0,0,0
213,"In SVHN, 1,000 images are used as the labeled data and 45,000 balanced unlabeled images are used.",reb_coarse,concur,0.0,0,0
214,"As a result, the SST is still worse than other algorithm [1].",reb_coarse,concur,0.0,0,0
215,"Therefore, we have modified our expression and added the result in Section 6.4 of the supplementary material.",reb_coarse,concur,0.0,0,0
216,"Remark 4. ""You should also show the performance of regular SSL methods in the setup on Table 4.""",reb_coarse,nonarg,2.0,2,2
217,A : We have performed experiments of self-training without threshold and SST with softmax output.,reb_coarse,concur,0.0,0,0
218,"Although the experimental setting is a bit different from [1], the setting of 100% of non-animal unlabeled data is the same.",reb_coarse,concur,0.0,0,0
219,They have shown that the performance degraded when the unlabeled dataset contained 100% of non-animal data in figure 2 in [4].,reb_coarse,concur,0.0,0,0
220,The approximate score in Figure 2 of [4],reb_coarse,concur,0.0,2,0
221,—————————————————————,reb_coarse,nonarg,2.0,2,2
222,100% out-of-class (error),reb_coarse,nonarg,2.0,2,2
223,—————————————————————,reb_coarse,nonarg,2.0,2,2
224,supervised learning : about 23.5%,reb_coarse,nonarg,2.0,2,2
225,Π model : about 26.3 %,reb_coarse,nonarg,2.0,2,2
226,Mean Teacher : about 26.3 %,reb_coarse,nonarg,2.0,2,2
227,VAT : about 26%,reb_coarse,nonarg,2.0,2,2
228,—————————————————————,reb_coarse,nonarg,2.0,2,2
229,"[4] Odena, Augustus, et al. ""Realistic Evaluation of Semi-Supervised Learning Algorithms."" (2018). ( https://arxiv.org/abs/1804.09170 )",reb_coarse,nonarg,2.0,2,2
230,Remark 5. combining SST and other SSL,reb_coarse,nonarg,2.0,2,2
231,"A : Combining and the additional cost is expensive. Therefore, we have modified our expressions.",reb_coarse,nonarg,2.0,0,2
232,1- There are two reasons that concept and problem embedding are performed in this work.,reb_coarse,dispute,1.0,0,1
233,Considering concept continuity is an important matter in education.,reb_coarse,dispute,1.0,0,1
234,"Having concept embedding, concept continuity can be reached as is discussed in the last paragraph on page 7 and some other examples are given in table 2.",reb_coarse,dispute,1.0,0,1
235,"By just having the most sophisticated concept extractor, the concept continuity cannot be retrieved.",reb_coarse,dispute,1.0,0,1
236,"Furthermore, problem embedding is used by the recommender system to project the performance of students on the problems they solved onto other problems that they have not solved.",reb_coarse,dispute,1.0,0,1
237,"This way, we have an idea of what problems should be recommended to them and which problems should not by having an evaluation of their ability to solve unseen problems and recommend problems in the boundary of their capacity, not way beyond, and to recommend problems in a way that covers all concepts necessary for students to learn.",reb_coarse,dispute,1.0,0,1
238,"We have observed interesting patterns, e.g. similar problems are more likely to be solved correctly at the same time or wrong at the same time.",reb_coarse,dispute,1.0,0,1
239,"Note that by just having the concepts of problems that are not in numerical form, performance projection may not be feasible and there is a need for using other methods like embedding.",reb_coarse,dispute,1.0,0,1
240,2- The data size being small,reb_coarse,dispute,1.0,0,1
241,is just the nature of the application.,reb_coarse,dispute,1.0,0,1
242,"Creating new problems is a creative process and is not easy, given that with the insight we have on the application, the data size seems to suffice.",reb_coarse,dispute,1.0,0,1
243,"Furthermore, since Prob2Vec is performing well for not a relatively big data set, it would definitely do well for big data sets since the more data we have, the more precise the concept and problem embedding are.",reb_coarse,dispute,1.0,0,1
244,The easy-tough-to-beat method proposed by Arora et al. is the state of the art in unsupervised sentence embedding that we compared our algorithm with.,reb_coarse,dispute,1.0,0,1
245,Please let us know if we missed anything.,reb_coarse,nonarg,2.0,2,2
246,Pre-training is a common practice in transfer learning (one-shot learning).,reb_coarse,concur,0.0,0,0
247,The objective function does not differ from the objective function used for post training.,reb_coarse,concur,0.0,0,0
