,sentence,task,label,encoded,output,target
17,Applications are a bit unclear.,pol,pol_negative,1.0,1,1
18,It would be nice to see a better case made for spherical convolutions within the experimental section.,pol,pol_negative,1.0,2,1
19,The experiments on SHREC17 show all three spherical methods under-performing other approaches.,pol,pol_negative,1.0,1,1
20,It leaves it unclear to the reader when someone should choose to utilize a spherical method or when the proposed method would then be preferred compared to other spherical methods.,pol,pol_negative,1.0,1,1
21,Is there a task that this representation significantly outperforms other spherical methods and non-spherical methods?,pol,pol_neutral,2.0,2,2
22,Or a specific useful application where spherical methods in general outperform other approaches?,pol,pol_neutral,2.0,2,2
23,# Strengths:,pol,none,0.0,0,0
24,The method is well developed and explained.,pol,pol_positive,3.0,3,3
25,Ability to implement in a straight-forward manner on GPU.,pol,pol_positive,3.0,3,3
26,"Authors provide a variant of WGAN, called PC-GAN, to generate 3D point clouds.",pol,none,0.0,0,0
27,The drawback of a vanilla GAN with a DeepSet classifier is analyzed.,pol,none,0.0,0,0
28,The rationality that decoupling the point generator with the object generator is also discussed.,pol,none,0.0,0,0
29,A sandwiching objective function is proposed to achieve a better estimation of Wasserstein distance.,pol,none,0.0,0,0
30,"Compared with AAE and the simplified variants of the proposed PC-GAN, the proposed PC-GAN achieves incremental results on point cloud generation.",pol,none,0.0,0,0
31,Comments:,pol,none,0.0,0,0
32,1. Authors calculate W_U in a primal form via solving an assignment programming problem.,pol,none,0.0,0,0
33,Have authors ever tried Sinkhorn iteration?,pol,pol_neutral,2.0,2,2
34,"To my knowledge, sinkhorn iteration is a very popular method to solve OT problem effectively.",pol,none,0.0,0,0
35,It would be nice if authors can provide some reasons and comparisons for their choice on the optimizer of W_U.,pol,pol_neutral,2.0,2,2
36,2.,pol,none,0.0,0,0
37,"Authors proved that the sandwiching object W_s is closer to the real Wasserstein distance, but it increases the variance of the loss function.",pol,none,0.0,0,0
38,"Specifically, the dynamics of W_U, and W_L, according to lemma1, is (epsilon2-epsilon1)*w(P, G) while the dynamics of W_s is 2*epsilon1 * w(P, G), and 2epsilon1 > epsilon2 - epsilon1 (according to the assumption in lemma 1).",pol,none,0.0,0,0
39,Does it mean that the W_s is not as stable as W_L or W_U during training?,pol,pol_neutral,2.0,2,2
40,"Additionally, authors combined W_U with W_L with a mixture 20:1, i.e., the s in Eqs(6, 13, 14) is smaller than 0.05.",pol,none,0.0,0,0
41,"In such a situation, both the value and the dynamics of W_s will be very close to that of W_U. Does it mean that W_L is not so important as W_U?",pol,pol_neutral,2.0,2,2
42,Authors should analyze the stability of their method in details.,pol,pol_negative,1.0,2,1
43,"Essentially, the proposed method is a variant of WGAN, which estimates Wasserstein distance with lower bias but may suffer from worse stability.",pol,none,0.0,0,0
44,"In the experiments, both the setting and the experimental results show that the proposed W_s will be very close to W_U. As a result, the improvement caused by the proposed method is incremental compared with its variants.",pol,pol_negative,1.0,1,1
45,Typos:,pol,none,0.0,0,0
46,"- The end of the 2nd line of lemma 1: P, G should be \mathbb{P}, \mathbb{G}",pol,pol_negative,1.0,1,1
47,- The 3rd line of lemma 1: epsilon1 -> epsilon_1,pol,pol_negative,1.0,1,1
48,"- Page 14, Eq(14), \lambda should be s",pol,pol_negative,1.0,1,1
49,"- Page 14, Eqs(13, 14), w(\mathbb{P}, \mathbb{G}) should appear on the right.",pol,pol_negative,1.0,2,1
50,= Summary,pol,none,0.0,0,0
51,Embeddings of mathematical theorems and rewrite rules are presented.,pol,none,0.0,0,0
52,"An in-depth analysis of the resulting embeddings is presented, showing that a network can learn to ""apply"" embedded rewrite rules to embedded theorems, yielding results that are similar to the embedding of the rewritten theorem.",pol,none,0.0,0,0
53,"[i.e., app'(emb(thm), emb(rule)) is near to emb(app(thm, rule))] This is an interesting property for the application of deep learning to automated theorem proving, though not directly a breakthrough result.",pol,none,0.0,0,0
54,= Strong/Weak Points,pol,none,0.0,0,0
55,"+ Simply a cute result, showing that proof search can remain in embedding space for a limited time horizon without having to switch back into the theorem prover environment.",pol,pol_positive,3.0,3,3
56,+ Nicely designed experiments testing this (somewhat surprising) property empirically,pol,pol_positive,3.0,3,3
57,- Missed opportunity of better analysis of which theorem/rewrite rule properties are more likely to fail,pol,pol_negative,1.0,1,1
58,"- Writing sometimes a bit overcomplicated (e.g., Sect. 4.5 could just be a figure of a commuting diagram and two sentences...)",pol,pol_negative,1.0,1,1
59,- Architecture choice unclear: Why are $\sigma$ and $\omega$ separate networks.,pol,pol_negative,1.0,1,1
60,"This is discussed on p4, but it's unclear to me how keeping $\sigma$ separate is benefitial for the analysis, and this is not picked up again explicitly again?",pol,pol_negative,1.0,1,1
61,= Recommendation,pol,none,0.0,0,0
62,"Overall, this is a nice, somewhat surprising result.",pol,pol_positive,3.0,3,3
63,"The writing and experiments could use some improvement, but I believe that the majority of the ICLR audience would enjoy seeing this result (even though it would have no impact on most people's research)",pol,pol_positive,3.0,2,3
64,= Detailed Comments,pol,none,0.0,0,0
65,"- page 4, Sect. 4.4: Architecture of $\alpha$ would be nice (more than a linear layer?)",pol,pol_negative,1.0,2,1
66,"- page 5, paragraph 3: ""we from some"" -> ""we start from some""",pol,pol_negative,1.0,2,1
67,"- p6par1: ""much cheaper then computing"" -> than",pol,pol_negative,1.0,2,1
68,"- p6par6: ""on formulas that with"" -> no that",pol,pol_negative,1.0,2,1
69,"- p6par7: ""measure how rate"" -> ""measure the rate""",pol,pol_negative,1.0,2,1
70,"- p8par1: ""approximate embedding $\alpha(e(\gamma'(...)))$ - $e$ is undefined and should probably be $e'$ (this is also the case in the caption of Fig. 5), and $c'$ should probably be included as well.",pol,pol_negative,1.0,1,1
71,"However, I don't understand the use of $\alpha$ here.",pol,pol_negative,1.0,1,1
72,"If Fig. 4 is following Fig. 3 in considering $p(c(\gamma(T), \pi(P)))$, then Fig. 4 should plot the performance of, e.g., $p(c(e'(c'(\gamma'(T_{i-1}), \pi'(P_{i-1}))), \pi(P_i)))$ (i.e., $p$ applied to approximate embedding of $T_i$ and (""true"") embedding of $P_i$).",pol,none,0.0,1,0
73,"I believe that's what ""Pred (One Step)"" expresses, but it would maybe be generally helpful to be more precise about the notation",pol,pol_negative,1.0,2,1
74,in Sect. 6.,pol,none,0.0,0,0
75,The paper proposes 4d convolution and an enhanced inference strategy to improve the feature interaction for video classification.,pol,none,0.0,0,0
76,State-of-the-art performance is achieved on several datasets.,pol,pol_positive,3.0,3,3
77,"However, there are still details and concerns.",pol,none,0.0,1,0
78,"1. The paper should also talk about the details of ARNet and discuss the difference, as I assume they are the most related work",pol,pol_negative,1.0,2,1
79,"2. during sampling, either training or testing, how do authors handle temporal overlap or make it overlap?",pol,pol_negative,1.0,2,1
80,"3. can you provide the training memory, inference speed, and total training time?",pol,pol_negative,1.0,2,1
81,"4. Most importantly, for table4, authors are comparing to the ResNet18 ARNet instead of ResNet50? which is better than the proposed method.",pol,pol_negative,1.0,1,1
82,"5. lack of related work:  4D Spatio-Temporal ConvNets: Minkowski Convolutional Neural Networks, CVPR 2019.",pol,pol_negative,1.0,1,1
83,"Though rather dense in its exposition, this paper is an interesting contribution to the area of self-supervised learning  based on discrete representations.",pol,pol_positive,3.0,0,3
84,What would make it stronger imo is to address the issue of how much is gained from a discrete vs. continuous representation.,pol,pol_neutral,2.0,1,2
85,The authors take it as a given that discrete is good because it allows us to leverage work in NLP.,pol,none,0.0,0,0
86,That makes sense -- but at what cost?,pol,pol_neutral,2.0,2,2
87,"""Table 4 shows that our first results are promising, even though they are not as good as the state of the art."" The state of the art on LibriSpeech is not Mohamed at al. 2019. See e.g. Irie et al. Interspeech 2019 for better result",pol,pol_negative,1.0,1,1
88,"The Conclusion is very sparse. ""In future work, we are planning to apply other algorithms requiring discrete inputs to audio data"":",pol,none,0.0,0,0
89,can  you elaborate?,pol,pol_neutral,2.0,2,2
90,The authors of this paper are proposing a neural network approach for learning diffusion dynamics in networks.,pol,none,0.0,0,0
91,The authors argue that the main advantage of their framework is that it incorporates the structure of independent cascades into the model which predicts the diffusion process.,pol,none,0.0,0,0
92,The primary difficulty in reviewing this paper is the poor presentation of the paper.,pol,pol_negative,1.0,1,1
93,"There are many typos and mistakes (e.g., the last paragraph of the paper starts with a sentence that does not make any sense), missing references (e.g., there is an empty parenthesis at the end of the second paragraph on the second page) and in at least two cases, there are references to a formula that is not in the manuscript (e.g., reference to formula 15 on line 3 of page 5).",pol,pol_negative,1.0,1,1
94,This issues makes reviewing this paper very difficult.,pol,pol_negative,1.0,1,1
95,"In the modeling section, authors use p(I|D) as q^D(.) in the Eq. 12, where p(I|D) is the conditional probability that a particular node infected an observed infected node first.",pol,none,0.0,0,0
96,"Plugging p(I|D) in Eq. 12 and using decomposition of p(D ,I) used in Eq. 10, we arrive at a formulation which drops all p(I|D) terms.",pol,none,0.0,0,0
97,"This results in an objective function which only involves infected nodes (and no term associated with the parent node), weighted by likelihood of each node j infecting the node at step i. This should make the training more simplified than what is discussed in Algorithm 2.",pol,none,0.0,1,0
98,"Beyond this simplification, I am not clear if that is actually intended by the authors.",pol,pol_negative,1.0,1,1
99,The experiments demonstrate a superior performance of the proposed model compared to alternative benchmarks.,pol,none,0.0,3,0
100,The authors explain how they trained their own model but there is no mention on how they trained benchmark models.,pol,pol_negative,1.0,1,1
101,"However, given that the datasets used in the experiments were not used in the associated benchmark papers, it is necessary for authors to explain how they trained competing models.",pol,pol_negative,1.0,1,1
102,"Due to several shortcomings of the paper, most important of which is on presentation of the paper, this manuscript requires a significant revision by the authors to reach the necessary standards for publication, moreover it would be helpful to clarify the modeling choices and consequences of these choices more clearly.",pol,pol_negative,1.0,1,1
103,Quality: A simple approach accompanied with a theoretical justification and large number of experimental results.,pol,none,0.0,3,0
104,The theoretical justification is spread out in the main body and appendices.,pol,none,0.0,0,0
105,The proof given in the appendix is overly short and not detailed enough.,pol,pol_negative,1.0,1,1
106,"The large number of experiment although welcoming needs to be properly discussed and related to the state of the art numbers, including any work that the authors are referring themselves in this submission.",pol,pol_neutral,2.0,1,2
107,The approach is not linked to so called Tandem approach that was/is popular in speech recognition where a generative model (GMM) is trained on top of features extracted by a neural network model.,pol,pol_negative,1.0,1,1
108,Clarity: The simple approach is clearly described.,pol,pol_positive,3.0,3,3
109,"However, the theoretical justification and experimental results are not.",pol,pol_negative,1.0,1,1
110,Originality: The work is moderately original.,pol,pol_negative,1.0,1,1
111,Significance: It is hard to assess given the current submission.,pol,pol_negative,1.0,1,1
112,The paper investigates the possibility of learning a model to predict the training behaviour of deep learning architectures from hyperparameter information and a history of training observations.,pol,none,0.0,0,0
113,The model can then be used by researchers or a reinforcement learning agent to make better hyperparameter choices.,pol,none,0.0,0,0
114,The paper first adapts the Transformer model to be suitable to this prediction task by introducing a discretization scheme that prevents the transformer decoder's predictions from collapsing to a single curve.,pol,none,0.0,0,0
115,"Next, the problem is formalized as a partially-observable MDP with a discrete action set, and PPO and SimPLe are introduced.",pol,none,0.0,0,0
116,The proposed model-based method is compared against a human and a model-free baseline training a Wide ResNet on CIFAR-10.,pol,none,0.0,0,0
117,The model-based method achieves better validation error than the other baselines that use actual data.,pol,pol_negative,1.0,0,1
118,"Next, the method is compared against a human and a model-free baseline training Transformer models on the Penn Treebank dataset.",pol,none,0.0,0,0
119,"While the human achieves the best performance at the end of the run, the proposed method appears to learn more quickly than the others and finishes with performance comparable to the model-free baseline.",pol,pol_positive,3.0,3,3
120,"Currently I lean towards accepting this paper for publication, despite a few issues.",pol,none,0.0,0,0
121,It asks an interesting question: can we learn a model of the training dynamics to avoid actually having to do the training?,pol,pol_neutral,2.0,2,2
122,This could potentially prevent a lot of unnecessary computation and also lead to better-performing models.,pol,none,0.0,0,0
123,It then shows some experimental evidence suggesting that this is possible.,pol,pol_positive,3.0,0,3
124,"Most importantly, I would like to see a measure of variance/uncertainty like confidence intervals included in the results; otherwise it's impossible to assess whether the results are likely to be significant or not. Other questions:",pol,pol_negative,1.0,1,1
125,"1. In the PTB experiment, it looks like the human only adapts the learning rate and leaves the rest of the hyperparameters alone.",pol,none,0.0,0,0
126,Why was this policy used as the baseline? It seems extremely basic and unlikely to truly lead to optimal performance.,pol,pol_neutral,2.0,1,2
127,"2. Why were more baselines from the related work not included? I understand the experiments are a proof of concept, but it would be nice to get a feeling for what some of the other methods do.",pol,pol_negative,1.0,2,1
128,3. How do PPO and SimPLe handle partial observability? Is it principled to apply them to partially-observable environments?,pol,pol_negative,1.0,2,1
129,4. Why not use continuous actions with a parameterized policy (e.g. Gaussian)?,pol,pol_negative,1.0,1,1
130,5. Is it reasonable to assume that the learning dynamics of all deep learning architectures are similar enough that a model trained on one set of deep learning architectures and problems will generalize to new architectures and problems?,pol,pol_negative,1.0,2,1
131,"This paper targets at studying the mutual exclusive bias which existed in children learning, to help understand whether there exists similar bias in deep networks.",pol,none,0.0,0,0
132,"In general, the whole paper tries to tell a very interesting, and good story.",pol,pol_positive,3.0,3,3
133,The paper is very well organized and written.,pol,pol_positive,3.0,3,3
134,"However, I have the following concerns.",pol,none,0.0,0,0
135,"1, the ME problem is quite similar to the concept ontology, e.g. , a “Dalmatian,” a “dog”, or a “mammal”.",pol,pol_neutral,2.0,0,2
136,So what’s the key difference? Hierarchical learners can avoid this problem.,pol,pol_neutral,2.0,1,2
137,"2, I would say, the SOTA neural networks fundamentally are just representation learned, i.e., feature representation learning.",pol,none,0.0,0,0
138,"The learned features could in principle be employed to construct advanced learners, .e.g., hierarchical Bayesian.",pol,none,0.0,0,0
139,It’s probably a bit unfair or misleading to claim neural networks suffering from ME bias.,pol,pol_negative,1.0,1,1
140,"3, In Sec. 3, the first and section paragraph, I can not quite understand how the ME bias theory guide the following synthetic experiments.",pol,pol_neutral,2.0,1,2
141,Please give more explanations.,pol,none,0.0,0,0
142,"4, in Sec. 3.1, considering the small number of training instances, whether it is large enough to train the NN/ not overfitting issues?",pol,pol_neutral,2.0,2,2
143,5. Whether the ME bias mostly attributed to the one-hot representation? If one uses word2vec as the representation in NN,pol,pol_neutral,2.0,2,2
144,", the ME bias will be solved.",pol,none,0.0,0,0
145,"Actually, this is the standard practice in some learning tasks, e.g., zero-shot learning.",pol,none,0.0,0,0
146,"6, the experimental design of Sec. 4.2 is also a bit unfair.",pol,pol_negative,1.0,1,1
147,"It seems to me that the tasks are organized as unbalanced instances of each classes, and asking the common NNs to learn this  task. Of course, this common NNs can not address it.",pol,pol_neutral,2.0,0,2
148,----,pol,none,0.0,0,0
149,I read the rebuttal. the authors clarified and answered the questions. I would like to raise the score.,pol,pol_positive,3.0,0,3
150,"This is an novel, interesting paper on an important topic: semi-supervised learning.",pol,pol_positive,3.0,3,3
151,"Even though the proposed approach seems to have significant potential, the experimental",pol,pol_negative,1.0,1,1
152,"is somewhat disorganized,",pol,none,0.0,0,0
153,and it also includes some weak claims that should be removed.,pol,pol_negative,1.0,1,1
154,"For example, the number of labeled examples in Table 1 is fairly large and inconsistent (4K, 1K, 10K for the 3 organic datasets).",pol,pol_negative,1.0,1,1
155,"In this reviewer's opinion, it would be a lot more reasonable to have instead a learning curve showing the results for, say, 100, 500, 1K, 5K, and 10K labeled examples for all three domains.",pol,pol_neutral,2.0,1,2
156,"In 4.1, you are using different epsilon policies for synthetic vs organic datasets; why?",pol,pol_neutral,2.0,2,2
157,"The explanation for underperforming on SVHM (page 7) may be valid, but you could easily prove it right or wrong by adding an option to SST for ""stratified SSL."" Without this extra work, your claim is just a conjecture.",pol,pol_negative,1.0,1,1
158,You should also show the performance of regular SSL methods in the setup on Table 4.,pol,pol_neutral,2.0,2,2
159,"Last but not least, you have repeatedly made the claim combining SST and other SSL may further improve the performance;",pol,none,0.0,0,0
160,"however, you do not provide any evidence for it, so you should avoid making such claims.",pol,pol_negative,1.0,1,1
161,Other comments:,pol,none,0.0,0,0
162,"- on page 2, the two terms classification & selection network appear ""out of the blue;"" it would be quite helpful to make it clear from the abstract that the proposed implementation is for neural networks.",pol,pol_neutral,2.0,2,2
163,- figures 2 & 3 should be a lot larger in order to be readable,pol,pol_negative,1.0,1,1
164,"- 4.1.2 top of page 7: claims such as ""SST could have obtained better performance"" have no place in such a paper; you could instead make a note about the method being ""prohibitively CPU intensive for the time being""",pol,pol_neutral,2.0,1,2
165,"- lower on the same page you say: ""SST may get better performance"" - see above",pol,pol_neutral,2.0,1,2
166,The paper proposed a hierarchical framework for problem embedding and intended to apply it to adaptive tutoring.,pol,none,0.0,0,0
167,The system first used a rule-based method to extract the concepts for problems and then learned the concept embeddings and used them for problem representation.,pol,none,0.0,0,0
168,"In addition, the paper further proposed negative pre-training for training with imbalanced data sets to decrease false negatives and positives.",pol,none,0.0,0,0
169,The methods are compared with some other word-embedding based methods and showed 100% accuracy in a similarity detection test on a very small dataset.,pol,none,0.0,0,0
170,"In sum, the paper has a very good application but not good enough as a research paper.",pol,pol_negative,1.0,1,1
171,Some of the problems are listed as follows:,pol,none,0.0,0,0
172,1.	Lack of technical novelty.,pol,pol_negative,1.0,1,1
173,It seems to me just a combination of several mature techniques.,pol,pol_negative,1.0,1,1
174,I do not see much insight into the problem.,pol,pol_negative,1.0,1,1
175,"For example, if the rule-based concept extractor can already extract concepts very well, the “problem retrieval” should be solved by searching with the concepts as queries.",pol,pol_negative,1.0,1,1
176,Why should we use embedding to compare the similarity?,pol,pol_negative,1.0,1,1
177,"Also, the title of the paper is about problem retrieval but the experiments are about similarity comparison, there seems a gap.",pol,pol_negative,1.0,1,1
178,"2.	Data size is too small, and the baselines",pol,pol_negative,1.0,1,1
179,are not state-of-the-art. There are some unsupervised sentence embedding methods other than the word-embedding based models.,pol,none,0.0,0,0
180,Some clarity issues.,pol,none,0.0,0,0
181,"For example, Page 6. “is pre-trained on a pure set of negative samples”— what is the objective function? How to train on only negative samples?",pol,pol_neutral,2.0,2,2
182,Summary:,pol,none,0.0,0,0
183,"The manuscript proposes a multi-domain adversarial learning (MDL) method called MULANN, to leverage multiple datasets with overlapping but distinct class sets, in a semi-supervised setting.",pol,none,0.0,0,0
184,"The authors define a new discrimination task to discriminate, within each domain, labeled samples from unlabeled ones that most likely belong to extra classes (classes with no labeled or unlabeled samples in the domain).",pol,none,0.0,0,0
185,"They also introduce a bound on the average- and worst-domain risk in MDL, obtained using the H-divergence.",pol,none,0.0,0,0
186,Strengths:,pol,none,0.0,0,0
187,- The idea of using discriminators for separating the labeled samples from unlabeled ones that most likely belong to extra classes is interesting.,pol,pol_positive,3.0,3,3
188,- A new generalization bound for MDL is introduced.,pol,pol_positive,3.0,3,3
189,"- The paper was clear, well written, well-motivated and nicely structured.",pol,pol_positive,3.0,3,3
190,"- The authors perform numerous empirical experiments on several types of problems on various datasets (Digit, OFFICE,CELL) successfully showing how the MULANN can reduce the nasty effects of the adversarial domain discriminator and repulse (a fraction of) unlabeled examples from labeled ones in each domain.",pol,pol_positive,3.0,3,3
191,Weaknesses:,pol,none,0.0,0,0
192,- all the experiments except the last row of Table 2 concern adaptation between two domains.,pol,none,0.0,1,0
193,"Given the paper title, the reviewer would have expected more experiments in a multiple domain context.",pol,pol_negative,1.0,1,1
194,"More precisely, for the digit datasets, the reviewer was interested to see how the proposed MDL performs on jointly adapting SVHN, MNIST, MNIST-M, and USPS or jointly adapting DSLR, Amazon, and Webcam for OFFICE dataset.",pol,pol_negative,1.0,1,1
195,"Moreover, comparison with some of the DA baselines (ADDA[1], DSN[2]) is missing.",pol,pol_negative,1.0,1,1
196,- The authors propose to rank the unlabeled samples of each domain according to the entropy of their classification of the current classifier.,pol,none,0.0,0,0
197,Obviously there must be some false ranking (specially at the initial stages of updating the classifier) for the unlabeled samples (e.g. the classifier may output high entropy for the unlabeled samples of the classes with labeled samples) and they may harm the performance of adaptation.,pol,pol_negative,1.0,1,1
198,It is not clear how MULANN can work in this situation and how its performance vary with the noisy signals conveyed in those false pseudolabeled samples.,pol,pol_negative,1.0,1,1
199,"- Although the paper introduces the generalization bound for MDL, it does not give new formulation or algorithm to handle MDL (MULANN handles only the class asymmetry when domains involve distinct sets of classes and it has nothing to do with MDL).",pol,none,0.0,1,0
200,"hence, there is no connection between the theoretical results on MDL generalization bound and the proposed method MULANN.",pol,pol_negative,1.0,1,1
201,-,pol,none,0.0,0,0
202,"Since each domain may have different number of classes, it is not clear how the number of classes (L) is set in the classification module (maximum number of classes in all domain?).",pol,pol_negative,1.0,1,1
203,"The reviewer is also interested to see how the the generalization bound introduced in this paper is related to the recent theoretical works [3],[4] on MDL.",pol,pol_negative,1.0,1,1
204,"[1] Tzeng, Eric, et al. ""Adversarial discriminative domain adaptation."" Computer Vision and Pattern Recognition (CVPR). Vol. 1. No. 2. 2017.",pol,none,0.0,0,0
205,[2],pol,none,0.0,0,0
206,"Bousmalis, Konstantinos, et al. ""Domain separation networks."" Advances in Neural Information Processing Systems. 2016.",pol,none,0.0,0,0
207,"[3] Zhao, Han, et al. ""Multiple Source Domain Adaptation with Adversarial Learning."" Advances in Neural Information Processing Systems. 2018.",pol,none,0.0,0,0
208,"[4] Hoffman, Judy, Mehryar Mohri, and Ningshan Zhang. ""Algorithms and Theory for Multiple-Source Adaptation.""  Advances in Neural Information Processing Systems. 2018.",pol,none,0.0,0,0
209,"The authors propose three improvements to the DNC model: masked attention, erasion of de-allocated elements, and sharpened temporal links --- and show that this allows the model to solve synthetic memory tasks faster and with better precision.",pol,none,0.0,0,0
210,They also show the model performs better on average on bAbI than the original DNC.,pol,none,0.0,0,0
211,"The negatives are that the paper does not really show this modified DNC can solve a task that the original DNC could not. As the authors also admit, there have been other DNC improvements that have had more dramatic improvements on bAbI.",pol,pol_negative,1.0,1,1
212,"I think the paper is particularly clearly written, and I would vote for it being accepted as it has implications beyond the DNC.",pol,pol_positive,3.0,3,3
213,The fact that masked attention works so much better than the standard cosine-weighted content-based attention is pretty interesting in itself.,pol,none,0.0,3,0
214,"The insights (e.g. Figure 5) are interesting and show the study is not just trying to be a benchmark paper for some top-level results, but actually cares about understanding a problem and fixing it.",pol,pol_positive,3.0,3,3
215,"Although most recent memory architectures do not seem to have incorporated the DNC's slightly complex memory de-allocation scheme, any resurgent work in this area would benefit from this study.",pol,none,0.0,0,0
216,The paper deals with the problem of recovering an exact solution for both the dictionary and the activation coefficients.,pol,none,0.0,0,0
217,"As other works, the solution is based on a proper initialization of the dictionary.",pol,none,0.0,0,0
218,The authors suggest using Aurora 2015 as a possible initialization.,pol,none,0.0,0,0
219,The contribution improves Arora 2015 in that it converges linearly and recovers both the dictionary and the coefficients with no bias.,pol,none,0.0,0,0
220,"The main contribution is the use of a IHT-based strategy to update the coefficients, with a gradient-based update for the dictionary (NOODL algorithm).",pol,none,0.0,0,0
221,"The authors show that, combined with a proper initialization, this has exact recovery guaranties.",pol,none,0.0,0,0
222,"Interestingly, their experiments show that NOODL converges linearly in number of iterations, while Arora gets stuck after some iterations.",pol,none,0.0,0,0
223,I think the paper is relevant and proposes an interesting contribution.,pol,pol_positive,3.0,3,3
224,The paper is well written and the key elements are in the body.,pol,pol_positive,3.0,3,3
225,"However, there is a lot of important material in the Appendix, which I think may be relevant to the readers.",pol,none,0.0,0,0
226,It would be nice to have some more intuitive explanations at least of Theorem 1.,pol,pol_neutral,2.0,2,2
227,"Also, it is clear in the experiments the superiority with respect to Arora in terms of iterations (and error), but what about computational time?",pol,pol_neutral,2.0,2,2
228,The paper proposed variational selective autoencoders (VSAE) to learn from partially-observed multimodal data.,pol,none,0.0,0,0
229,"Overall, the proposed method is elegant; however, the presentation, the claim, and the experiments suffer from significant flaws.",pol,pol_negative,1.0,1,1
230,See below for detailed comments.,pol,none,0.0,0,0
231,[Pros],pol,none,0.0,0,0
232,1. The main idea of the paper is to propose a generative model that can handle partially-observed multimodal data during training.,pol,none,0.0,0,0
233,"Specifically, prior work considered non-missing data during training, while we can't always guarantee that all the modalities are available.",pol,pol_negative,1.0,1,1
234,"Especially in the field of multimodal learning, we often face the issue of imperfect sensors.",pol,none,0.0,0,0
235,This line of work should be encouraged.,pol,none,0.0,2,0
236,"2. In my opinion, the idea is elegant.",pol,pol_positive,3.0,3,3
237,The way the author handles the missingness is by introducing an auxiliary binary random variable (the mask) for it.,pol,none,0.0,0,0
238,"Nevertheless, its presentation and Figure 1 makes this elegant idea seems over-complicated.",pol,pol_negative,1.0,1,1
239,[Cons],pol,none,0.0,0,0
240,1. [The claim] One of my concerns for this paper is the assumption of the factorized latent variables from multimodal data.,pol,pol_negative,1.0,1,1
241,"Specifically, the author mentioned Tsai et al. assumed factorized latent variables from the multimodal data, while Tsai et al. actually assumed the generation of multimodal data consists of disentangled modality-specific and multimodal factors.",pol,pol_negative,1.0,1,1
242,"It seems to me; the author assumed data from one modality is generated by all the latent factors (see Eq. (11)), then what is the point for assuming the prior of the latent factor is factorized (see Eq. (4) and (5))?",pol,pol_negative,1.0,2,1
243,"One possible explanation is because we want to handle the partially-observable issues from multimodal data, and it would be easier to make the latent factors factorized (see Eq. (6)).",pol,none,0.0,0,0
244,The author should comment on this.,pol,pol_negative,1.0,2,1
245,2. [Phrasing.] There are too many unconcise or informal phrases in the paper.,pol,pol_negative,1.0,1,1
246,"For example, I don't understand what does it mean in ""However, if training data is complete, ..... handle during missing data during test."" Another example would be the last few paragraphs on page 4; they are very unclear.",pol,pol_negative,1.0,1,1
247,"Also, the author should avoid using the word ""simply"" too often (see the last few paragraphs on page 5).",pol,pol_negative,1.0,1,1
248,3. [Presentation.] The presentation is undesirable. It may make the readers hard to follow the paper.,pol,pol_negative,1.0,1,1
249,I list some instances here.,pol,none,0.0,0,0
250,"a. In Eq. (3), it surprises me to see the symbol \epsilon without any explanation.",pol,pol_negative,1.0,1,1
251,"b. In Eq. (6), it also surprises me to see no description of \phi and \psi.",pol,pol_negative,1.0,1,1
